uuid,type,color,mileage,accesories,capacity,rating,brand,model,year,fuel_type,weight
ff5ad329-cdc6-4bba-9eb3-35ee6b5960ad,convertible,Indigo,16975,"[""roof rack""]",5,4,Nissan,Pathfinder,1995,diesel,2454.24
aede561f-ae92-4ca2-9d08-250fa9b847f2,minivan,Purple,49440,"[""bluetooth"",""phone holder"",""seat covers"",""car charger"",""roof rack""]",9,4,Land Rover,Range Rover Sport,2007,hybrid,3915.83
8e8c40ae-6f99-43f6-959b-36038e910765,SUV,Goldenrod,1329,"[""floor mats"",""roof rack"",""seat covers"",""bluetooth""]",9,4,Jeep,Cherokee,1998,biofuel,2807.77
51a2762e-891e-4b68-ad3f-a910b472e21d,sedan,Mauv,43964,"[""bluetooth"",""car charger""]",5,4,Suzuki,Sidekick,1997,diesel,2955.02
716e66bd-953a-4cf7-80c8-cc2468ef91ac,SUV,Orange,7136,"[""floor mats"",""roof rack""]",9,4,Chevrolet,Avalanche 1500,2002,biofuel,4404.59
ff96226d-792d-4c99-bfd4-b8a6fcf10f82,minivan,Aquamarine,49539,"[""seat covers"",""bluetooth"",""roof rack"",""floor mats"",""phone holder""]",5,4,Land Rover,Discovery Series II,1999,hybrid,1217.8
2973ee1b-d9b0-43eb-9246-c4757486ba5d,hatchback,Pink,6790,"[""seat covers"",""phone holder"",""roof rack"",""car charger"",""floor mats"",""bluetooth""]",2,4,Land Rover,Freelander,2009,electric,3724.12
210728e7-d295-4eab-a8db-df3acc5813d8,convertible,Turquoise,5664,"[""seat covers"",""phone holder"",""bluetooth""]",2,4,Volkswagen,Type 2,1987,electric,4098.21
ac6c2a4a-dd87-43b4-b55d-2bec82da88cf,sedan,Fuscia,35991,"[""phone holder"",""floor mats"",""car charger"",""seat covers"",""bluetooth""]",5,4,Mazda,929,1992,biofuel,2401.28
d096d0f1-52cd-4868-8b8d-4d072e75c0d5,SUV,Fuscia,30374,"[""car charger"",""floor mats"",""seat covers"",""phone holder"",""roof rack""]",9,4,Hyundai,Sonata,2002,biofuel,4479.33
785cede6-dd28-4f8b-91a5-784f738fe750,pickup truck,Yellow,23644,"[""bluetooth"",""roof rack""]",1,4,Hyundai,Entourage,2009,electric,3833.72
14eab3d6-b5ae-4308-9c9a-ad3677129d60,sedan,Blue,24173,"[""car charger"",""roof rack"",""phone holder"",""floor mats"",""bluetooth"",""seat covers""]",10,4,Pontiac,Grand Prix,1973,electric,1960.89
99bb8ae0-b5cb-46ed-be40-d5864afdf56d,sedan,Khaki,22706,"[""floor mats"",""roof rack"",""car charger"",""phone holder"",""seat covers"",""bluetooth""]",3,4,GMC,Jimmy,1995,hybrid,3394.14
61ec13d1-1f8c-487d-980d-073b15748faa,hatchback,Orange,15359,"[""bluetooth""]",8,4,Volkswagen,GTI,1993,hybrid,4237.85
a8ca9ebc-8d5a-4c73-8101-a1abc3e6fe73,pickup truck,Mauv,39433,"[""roof rack""]",2,4,Kia,Forte,2011,electric,2149.81
0cef5752-62a8-4c04-980e-0996bd7a6e14,sedan,Fuscia,39477,"[""roof rack"",""bluetooth""]",3,4,Volkswagen,GTI,2006,hybrid,4765.19
4b5afaec-b68f-4ca1-a5a1-6232efd63612,SUV,Turquoise,13780,"[""phone holder"",""bluetooth"",""car charger"",""seat covers"",""roof rack""]",8,4,BMW,X5,2007,biofuel,3299.79
45e3c262-dfff-494b-b60b-e0e4981283d9,pickup truck,Puce,41908,"[""car charger"",""bluetooth"",""roof rack""]",8,4,Toyota,4Runner,2001,biofuel,1250.8
fca59e89-35b1-443f-b9d9-5426e60b106a,SUV,Purple,18294,"[""car charger"",""phone holder"",""bluetooth""]",1,4,Volkswagen,GTI,1998,biofuel,1633.11
1759fae6-535c-466d-8d1b-41ced9fd12c2,hatchback,Puce,9509,"[""roof rack""]",2,4,Toyota,Corolla,2006,biofuel,4816.38
6beaf100-c25a-4ed9-9c33-b4048244fc12,sedan,Violet,25401,"[""seat covers"",""roof rack""]",4,4,Nissan,Maxima,2011,hybrid,2594.05
46ac52a3-e6a1-4baf-88c2-1b5a50110daf,SUV,Yellow,40167,"[""roof rack"",""seat covers""]",4,4,Acura,NSX,1995,electric,3217.29
9b9427c1-333f-49c3-b2be-2c759e448e8d,SUV,Red,28455,"[""seat covers"",""bluetooth"",""phone holder"",""floor mats"",""car charger""]",1,4,Pontiac,LeMans,1968,biofuel,2561.0
2ecd19ed-1148-4708-9c61-66cd61b55a36,pickup truck,Maroon,45007,"[""phone holder"",""car charger""]",3,4,Mercury,Cougar,2000,diesel,3298.68
1a095147-2e5e-4175-8101-b6114c7a2f5f,hatchback,Purple,8412,"[""car charger"",""roof rack""]",5,4,Acura,RL,2002,biofuel,4113.21
d77065fc-5c3a-4b42-8871-40b19def1a12,sedan,Pink,34695,"[""roof rack"",""phone holder"",""seat covers""]",7,4,Chevrolet,Blazer,2000,diesel,3524.44
f4be287b-29b9-425a-a03f-5c163a787b3a,sedan,Goldenrod,28173,"[""seat covers"",""phone holder"",""floor mats"",""roof rack"",""bluetooth""]",3,4,BMW,5 Series,1992,hybrid,4397.76
0e74b5a0-9358-4340-a2ed-d98d3a393b38,sedan,Green,35422,"[""seat covers"",""roof rack"",""bluetooth"",""floor mats"",""car charger""]",4,4,Porsche,911,2005,gasoline,2733.84
85f9df62-43ed-4034-9b0c-a1a4633f66ec,SUV,Aquamarine,12790,"[""car charger"",""bluetooth"",""phone holder"",""roof rack""]",6,4,Land Rover,Discovery,2010,hybrid,3287.16
df9335cf-1551-4bd8-8e47-caed7d6e5c32,SUV,Goldenrod,46757,"[""bluetooth"",""seat covers"",""phone holder"",""floor mats"",""car charger""]",9,4,Lincoln,Mark VIII,1993,diesel,1383.69
c888d1d6-1ab0-4e78-ae24-4954ffb24051,hatchback,Fuscia,43621,"[""seat covers"",""bluetooth"",""phone holder""]",5,4,Chevrolet,Corsica,1992,hybrid,3830.51
24a2cbb8-78d8-411a-bb2e-740d5ee4df22,hatchback,Yellow,38425,"[""bluetooth"",""car charger"",""seat covers"",""floor mats"",""roof rack"",""phone holder""]",2,4,Dodge,Intrepid,2001,hybrid,2981.49
50a60127-051b-4a24-9fb6-e418e32464cf,hatchback,Orange,45326,"[""car charger"",""bluetooth"",""phone holder"",""roof rack"",""floor mats"",""seat covers""]",1,4,Chevrolet,Aveo,2005,hybrid,3225.24
ba6398da-3adf-4110-a897-f55b534f2c93,hatchback,Aquamarine,22605,"[""car charger"",""bluetooth"",""seat covers"",""phone holder"",""floor mats""]",8,4,Mercury,Cougar,1997,gasoline,1894.51
27eb0eb3-20fe-458e-9b58-123ce0ad71bb,pickup truck,Goldenrod,44986,"[""roof rack""]",7,4,Jeep,Cherokee,1996,diesel,4354.14
87c94b9d-6926-4cc5-812d-a6d0104c54d7,minivan,Pink,26935,"[""roof rack"",""seat covers"",""phone holder""]",5,4,Chevrolet,Monte Carlo,2006,hybrid,1599.55
2410f5b7-c9fd-40e8-9d6d-4b67e39d749d,hatchback,Blue,37471,"[""floor mats"",""roof rack"",""seat covers"",""car charger"",""bluetooth""]",6,4,Ford,Mustang,1967,gasoline,2165.44
c56d9a7c-741e-4774-81a4-16cf772c1889,pickup truck,Blue,27458,"[""roof rack"",""car charger"",""seat covers"",""bluetooth"",""phone holder"",""floor mats""]",3,4,Toyota,Tundra,2012,gasoline,3512.33
f1c75f2a-e273-4d24-9097-26541bc3d0fb,sedan,Goldenrod,27000,"[""roof rack"",""floor mats""]",10,4,Mercedes-Benz,SL-Class,1984,diesel,3482.01
ef1d9f2f-179a-481b-b391-19970a3bbeef,convertible,Mauv,12399,"[""roof rack"",""seat covers"",""car charger"",""phone holder"",""bluetooth"",""floor mats""]",5,4,Ford,Fusion,2008,biofuel,1230.45
1be3d082-71ac-4291-8db1-caa1a6df7d19,minivan,Aquamarine,1563,"[""bluetooth"",""roof rack"",""floor mats"",""car charger""]",3,4,Toyota,Sienna,2005,diesel,4641.16
19fa9beb-ae6b-408b-aeab-e9ac976f06a3,pickup truck,Purple,35720,"[""seat covers"",""car charger"",""roof rack"",""bluetooth"",""phone holder""]",6,4,Honda,Crosstour,2012,biofuel,1292.12
860c76eb-5bb0-4d41-b50d-2d830f2c3dd0,hatchback,Yellow,7724,"[""seat covers"",""bluetooth"",""phone holder"",""roof rack"",""floor mats"",""car charger""]",6,4,BMW,8 Series,1994,biofuel,4531.38
b7051f60-41e2-4c08-a5bb-41c5832bc49c,SUV,Pink,33093,"[""car charger""]",9,4,Pontiac,Grand Prix Turbo,1990,biofuel,4573.2
9c14ce86-7dc7-4b2f-95b0-795ee2bb6000,minivan,Orange,42771,"[""floor mats"",""seat covers"",""phone holder"",""bluetooth"",""car charger"",""roof rack""]",4,4,Porsche,911,1990,hybrid,2664.85
e89a7883-79c8-4d91-a3e8-6eee3b96bf5a,hatchback,Orange,18929,"[""seat covers"",""bluetooth"",""phone holder""]",4,4,Chrysler,Concorde,2002,hybrid,4469.59
00b362e2-4164-440c-865a-906912960dbe,hatchback,Fuscia,16575,"[""car charger"",""bluetooth"",""roof rack"",""phone holder""]",8,4,Nissan,Cube,2011,hybrid,3669.6
6a32fdcf-a863-4f57-99ab-1d24bbd85b01,hatchback,Mauv,23252,"[""car charger"",""floor mats""]",7,4,Suzuki,Vitara,2004,biofuel,2152.1
7a0cc4f4-caed-4bab-ae81-6467ee109c00,sedan,Khaki,1817,"[""phone holder""]",1,4,Hyundai,Elantra,2012,electric,1755.53
765c5fd7-2259-4e7c-a031-66888f87b378,pickup truck,Mauv,43101,"[""floor mats"",""bluetooth"",""seat covers"",""phone holder"",""car charger""]",10,4,Dodge,Stealth,1992,biofuel,4626.94
42ba5e25-c2d5-45c8-a327-2aa637e61b8f,SUV,Purple,47687,"[""seat covers"",""roof rack"",""bluetooth""]",6,4,Chrysler,LHS,1996,electric,3119.17
31715b1e-77c1-4e60-99ed-76e73c4f2ed2,SUV,Indigo,40966,"[""car charger""]",8,4,Ford,Escape,2011,gasoline,2182.83
55c7e8ad-a248-4b07-bdf5-c22931bbb6ed,sedan,Violet,7099,"[""seat covers"",""phone holder"",""floor mats"",""car charger""]",10,4,Audi,Cabriolet,1996,hybrid,4870.67
3d618aac-8fa5-4a35-9ea0-41be6730e871,hatchback,Khaki,39434,"[""seat covers"",""bluetooth"",""floor mats"",""car charger""]",10,4,Porsche,944,1983,diesel,4638.85
6f4b517f-1ec9-4c54-a800-0160eb2b3655,pickup truck,Khaki,16700,"[""seat covers"",""bluetooth"",""car charger""]",4,4,Lotus,Esprit,2002,gasoline,3283.06
23a6250a-d9a7-4219-9ac5-519fac2a2229,pickup truck,Teal,43275,"[""bluetooth"",""phone holder"",""seat covers"",""floor mats"",""car charger""]",2,4,Cadillac,Seville,1994,electric,4162.42
44079754-3130-4866-8824-ff17a89aa8a7,sedan,Maroon,17737,"[""bluetooth"",""seat covers"",""roof rack""]",4,4,Saab,900,1993,biofuel,4205.74
